Collection ID,Silly Code,Fish ID,Sample Date,Sex,Length Mm,Tissue Type,DNA Tray Code,DNA Tray Well Code,Location Code,Sample ID,Otolith Mark Present,Otolith Mark ID,Otolith Mark Status Code,Sample Year,Is Missing Paired Data Exists,Well Has More Than One Sample
52206,CMFISHCR13,172,2013-07-21 00:00:00,M,615,Heart-bulbus arteriosus,1300001385,29,Fish Creek - Douglas Island,52206_172,YES,DIPAC09,1L0n,2013,,
52206,CMFISHCR13,173,2013-07-21 00:00:00,F,610,Heart-bulbus arteriosus,1300001385,30,Fish Creek - Douglas Island,52206_173,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,174,2013-07-21 00:00:00,M,500,Heart-bulbus arteriosus,1300001385,31,Fish Creek - Douglas Island,52206_174,NO,,1L0n,2013,,
52206,CMFISHCR13,175,2013-07-21 00:00:00,M,590,Heart-bulbus arteriosus,1300001385,32,Fish Creek - Douglas Island,52206_175,NO,,1L0n,2013,,
52206,CMFISHCR13,176,2013-07-21 00:00:00,M,525,Floy Tag,1300001385,33,Fish Creek - Douglas Island,52206_176,NO,,1L0n,2013,,
52206,CMFISHCR13,177,2013-07-21 00:00:00,M,590,Heart-bulbus arteriosus,1300001385,34,Fish Creek - Douglas Island,52206_177,NO,,1L0n,2013,,
52206,CMFISHCR13,178,2013-07-21 00:00:00,F,545,Heart-bulbus arteriosus,1300001385,35,Fish Creek - Douglas Island,52206_178,NO,,1L0n,2013,,
52206,CMFISHCR13,179,2013-07-21 00:00:00,M,570,Heart-bulbus arteriosus,1300001385,36,Fish Creek - Douglas Island,52206_179,NO,,1L0n,2013,,
52206,CMFISHCR13,180,2013-07-21 00:00:00,M,555,Heart-bulbus arteriosus,1300001385,37,Fish Creek - Douglas Island,52206_180,NO,,1L0n,2013,,
52206,CMFISHCR13,181,2013-07-21 00:00:00,F,495,Heart-bulbus arteriosus,1300001385,38,Fish Creek - Douglas Island,52206_181,NO,,1L0n,2013,,
52206,CMFISHCR13,182,2013-07-21 00:00:00,F,545,Heart-bulbus arteriosus,1300001385,39,Fish Creek - Douglas Island,52206_182,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,183,2013-07-21 00:00:00,M,615,Heart-bulbus arteriosus,1300001385,40,Fish Creek - Douglas Island,52206_183,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,184,2013-07-21 00:00:00,M,565,Heart-bulbus arteriosus,1300001385,41,Fish Creek - Douglas Island,52206_184,NO,,1L0n,2013,,
52206,CMFISHCR13,185,2013-07-21 00:00:00,F,535,Heart-bulbus arteriosus,1300001385,42,Fish Creek - Douglas Island,52206_185,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,186,2013-07-21 00:00:00,M,565,Heart-bulbus arteriosus,1300001385,43,Fish Creek - Douglas Island,52206_186,NO,,1L0n,2013,,
52206,CMFISHCR13,187,2013-07-21 00:00:00,M,550,Heart-bulbus arteriosus,1300001385,44,Fish Creek - Douglas Island,52206_187,YES,DIPAC07,1L0n,2013,,
52206,CMFISHCR13,188,2013-07-21 00:00:00,M,525,Heart-bulbus arteriosus,1300001385,45,Fish Creek - Douglas Island,52206_188,NO,,1L0n,2013,,
52206,CMFISHCR13,189,2013-07-21 00:00:00,F,480,Heart-bulbus arteriosus,1300001385,46,Fish Creek - Douglas Island,52206_189,NO,,1L0n,2013,,
52206,CMFISHCR13,190,2013-07-21 00:00:00,M,480,Heart-bulbus arteriosus,1300001385,47,Fish Creek - Douglas Island,52206_190,YES,DIPAC07,1L0n,2013,,
52206,CMFISHCR13,191,2013-07-21 00:00:00,F,550,Heart-bulbus arteriosus,1300001385,48,Fish Creek - Douglas Island,52206_191,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,192,2013-07-21 00:00:00,M,595,Heart-bulbus arteriosus,1300001386,1,Fish Creek - Douglas Island,52206_192,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,193,2013-07-21 00:00:00,M,625,Heart-bulbus arteriosus,1300001386,2,Fish Creek - Douglas Island,52206_193,,,4N22,2013,,
52206,CMFISHCR13,194,2013-07-21 00:00:00,M,580,Heart-bulbus arteriosus,1300001386,3,Fish Creek - Douglas Island,52206_194,NO,,1L0n,2013,,
52206,CMFISHCR13,195,2013-07-21 00:00:00,M,660,Heart-bulbus arteriosus,1300001386,4,Fish Creek - Douglas Island,52206_195,NO,,1L0n,2013,,
52206,CMFISHCR13,196,2013-07-21 00:00:00,F,480,Heart-bulbus arteriosus,1300001386,5,Fish Creek - Douglas Island,52206_196,NO,,1L0n,2013,,
52206,CMFISHCR13,197,2013-07-21 00:00:00,M,585,Heart-bulbus arteriosus,1300001386,6,Fish Creek - Douglas Island,52206_197,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,198,2013-07-21 00:00:00,M,575,Heart-bulbus arteriosus,1300001386,7,Fish Creek - Douglas Island,52206_198,NO,,1L0n,2013,,
52206,CMFISHCR13,199,2013-07-21 00:00:00,M,580,Heart-bulbus arteriosus,1300001386,8,Fish Creek - Douglas Island,52206_199,NO,,1L0n,2013,,
52206,CMFISHCR13,200,2013-07-21 00:00:00,M,600,Heart-bulbus arteriosus,1300001386,9,Fish Creek - Douglas Island,52206_200,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,201,2013-07-21 00:00:00,M,505,Heart-bulbus arteriosus,1300001386,10,Fish Creek - Douglas Island,52206_201,NO,,1L0n,2013,,
52206,CMFISHCR13,202,2013-07-21 00:00:00,F,515,Heart-bulbus arteriosus,1300001386,11,Fish Creek - Douglas Island,52206_202,NO,,1L0n,2013,,
52206,CMFISHCR13,203,2013-07-21 00:00:00,M,530,Heart-bulbus arteriosus,1300001386,12,Fish Creek - Douglas Island,52206_203,NO,,1L0n,2013,,
52206,CMFISHCR13,204,2013-07-21 00:00:00,F,555,Heart-bulbus arteriosus,1300001386,13,Fish Creek - Douglas Island,52206_204,,,4N26,2013,,
52206,CMFISHCR13,205,2013-07-21 00:00:00,M,590,Heart-bulbus arteriosus,1300001386,14,Fish Creek - Douglas Island,52206_205,NO,,1R60,2013,,
52206,CMFISHCR13,206,2013-07-21 00:00:00,M,545,Heart-bulbus arteriosus,1300001386,15,Fish Creek - Douglas Island,52206_206,NO,,1L0n,2013,,
52206,CMFISHCR13,207,2013-07-21 00:00:00,M,570,Heart-bulbus arteriosus,1300001386,16,Fish Creek - Douglas Island,52206_207,NO,,1L0n,2013,,
52206,CMFISHCR13,208,2013-07-21 00:00:00,M,500,Heart-bulbus arteriosus,1300001386,17,Fish Creek - Douglas Island,52206_208,NO,,1L0n,2013,,
52206,CMFISHCR13,209,2013-07-21 00:00:00,M,535,Heart-bulbus arteriosus,1300001386,18,Fish Creek - Douglas Island,52206_209,NO,,1L0n,2013,,
52206,CMFISHCR13,210,2013-07-21 00:00:00,M,545,Heart-bulbus arteriosus,1300001386,19,Fish Creek - Douglas Island,52206_210,YES,DIPAC09,1L0n,2013,,
52206,CMFISHCR13,211,2013-07-21 00:00:00,F,535,Heart-bulbus arteriosus,1300001386,20,Fish Creek - Douglas Island,52206_211,YES,DIPAC09,1L0n,2013,,
52206,CMFISHCR13,212,2013-07-21 00:00:00,M,545,Heart-bulbus arteriosus,1300001386,21,Fish Creek - Douglas Island,52206_212,YES,DIPAC09,1L0n,2013,,
52206,CMFISHCR13,213,2013-07-21 00:00:00,F,565,Heart-bulbus arteriosus,1300001386,22,Fish Creek - Douglas Island,52206_213,NO,,1L0n,2013,,
52206,CMFISHCR13,214,2013-07-21 00:00:00,M,530,Heart-bulbus arteriosus,1300001386,23,Fish Creek - Douglas Island,52206_214,YES,DIPAC09,1L0n,2013,,
52206,CMFISHCR13,215,2013-07-21 00:00:00,M,495,Heart-bulbus arteriosus,1300001386,24,Fish Creek - Douglas Island,52206_215,YES,DIPAC09,1L0n,2013,,
52206,CMFISHCR13,216,2013-07-21 00:00:00,M,520,Heart-bulbus arteriosus,1300001386,25,Fish Creek - Douglas Island,52206_216,NO,,1L0n,2013,,
52206,CMFISHCR13,217,2013-07-24 00:00:00,M,525,Heart-bulbus arteriosus,1300001388,1,Fish Creek - Douglas Island,52206_217,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,218,2013-07-24 00:00:00,F,510,Heart-bulbus arteriosus,1300001388,2,Fish Creek - Douglas Island,52206_218,YES,DIPAC09,1L0n,2013,,
52206,CMFISHCR13,219,2013-07-24 00:00:00,M,605,Heart-bulbus arteriosus,1300001388,3,Fish Creek - Douglas Island,52206_219,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,220,2013-07-24 00:00:00,M,610,Heart-bulbus arteriosus,1300001388,4,Fish Creek - Douglas Island,52206_220,NO,,1L0n,2013,,
52206,CMFISHCR13,221,2013-07-24 00:00:00,M,515,Heart-bulbus arteriosus,1300001388,5,Fish Creek - Douglas Island,52206_221,NO,,1L0n,2013,,
52206,CMFISHCR13,222,2013-07-24 00:00:00,F,605,Heart-bulbus arteriosus,1300001388,6,Fish Creek - Douglas Island,52206_222,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,223,2013-07-24 00:00:00,M,520,Heart-bulbus arteriosus,1300001388,7,Fish Creek - Douglas Island,52206_223,NO,,1L0n,2013,,
52206,CMFISHCR13,224,2013-07-24 00:00:00,F,550,Heart-bulbus arteriosus,1300001388,9,Fish Creek - Douglas Island,52206_224,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,225,2013-07-24 00:00:00,F,570,Heart-bulbus arteriosus,1300001388,10,Fish Creek - Douglas Island,52206_225,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,226,2013-07-24 00:00:00,F,555,Heart-bulbus arteriosus,1300001388,11,Fish Creek - Douglas Island,52206_226,YES,DIPAC09,1L0n,2013,,
52206,CMFISHCR13,227,2013-07-24 00:00:00,M,565,Heart-bulbus arteriosus,1300001388,12,Fish Creek - Douglas Island,52206_227,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,228,2013-07-24 00:00:00,F,595,Heart-bulbus arteriosus,1300001388,13,Fish Creek - Douglas Island,52206_228,NO,,1L0n,2013,,
52206,CMFISHCR13,229,2013-07-24 00:00:00,M,535,Heart-bulbus arteriosus,1300001388,14,Fish Creek - Douglas Island,52206_229,NO,,1L0n,2013,,
52206,CMFISHCR13,230,2013-07-24 00:00:00,M,510,Heart-bulbus arteriosus,1300001388,15,Fish Creek - Douglas Island,52206_230,YES,DIPAC09,1L0n,2013,,
52206,CMFISHCR13,231,2013-07-24 00:00:00,M,565,Heart-bulbus arteriosus,1300001388,16,Fish Creek - Douglas Island,52206_231,YES,DIPAC09,1L0n,2013,,
52206,CMFISHCR13,232,2013-07-24 00:00:00,M,560,Heart-bulbus arteriosus,1300001388,17,Fish Creek - Douglas Island,52206_232,NO,,1L0n,2013,,
52206,CMFISHCR13,233,2013-07-24 00:00:00,M,465,Heart-bulbus arteriosus,1300001388,18,Fish Creek - Douglas Island,52206_233,NO,,1L0n,2013,,
52206,CMFISHCR13,234,2013-07-24 00:00:00,F,555,Heart-bulbus arteriosus,1300001388,19,Fish Creek - Douglas Island,52206_234,NO,,1L0n,2013,,
52206,CMFISHCR13,235,2013-07-24 00:00:00,M,625,Heart-bulbus arteriosus,1300001388,20,Fish Creek - Douglas Island,52206_235,NO,,1L0n,2013,,
52206,CMFISHCR13,236,2013-07-24 00:00:00,M,595,Heart-bulbus arteriosus,1300001388,21,Fish Creek - Douglas Island,52206_236,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,237,2013-07-24 00:00:00,F,570,Heart-bulbus arteriosus,1300001388,22,Fish Creek - Douglas Island,52206_237,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,238,2013-07-24 00:00:00,F,570,Heart-bulbus arteriosus,1300001388,23,Fish Creek - Douglas Island,52206_238,NO,,1L0n,2013,,
52206,CMFISHCR13,239,2013-07-24 00:00:00,F,545,Heart-bulbus arteriosus,1300001388,24,Fish Creek - Douglas Island,52206_239,NO,,1L0n,2013,,
52206,CMFISHCR13,240,2013-07-24 00:00:00,F,565,Heart-bulbus arteriosus,1300001388,25,Fish Creek - Douglas Island,52206_240,NO,,1L0n,2013,,
52206,CMFISHCR13,241,2013-07-24 00:00:00,M,575,Heart-bulbus arteriosus,1300001388,26,Fish Creek - Douglas Island,52206_241,NO,,1L06,2013,,
52206,CMFISHCR13,242,2013-07-24 00:00:00,M,520,Heart-bulbus arteriosus,1300001388,27,Fish Creek - Douglas Island,52206_242,NO,,1L0n,2013,,
52206,CMFISHCR13,243,2013-07-24 00:00:00,M,635,Heart-bulbus arteriosus,1300001388,28,Fish Creek - Douglas Island,52206_243,NO,,1L0n,2013,,
52206,CMFISHCR13,244,2013-07-24 00:00:00,M,615,Heart-bulbus arteriosus,1300001388,29,Fish Creek - Douglas Island,52206_244,NO,,1L0n,2013,,
52206,CMFISHCR13,245,2013-07-24 00:00:00,M,590,Heart-bulbus arteriosus,1300001388,30,Fish Creek - Douglas Island,52206_245,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,246,2013-07-24 00:00:00,F,540,Heart-bulbus arteriosus,1300001388,31,Fish Creek - Douglas Island,52206_246,NO,,1L0n,2013,,
52206,CMFISHCR13,247,2013-07-24 00:00:00,M,585,Heart-bulbus arteriosus,1300001388,32,Fish Creek - Douglas Island,52206_247,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,248,2013-07-24 00:00:00,F,545,Heart-bulbus arteriosus,1300001388,33,Fish Creek - Douglas Island,52206_248,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,249,2013-07-24 00:00:00,F,560,Heart-bulbus arteriosus,1300001388,34,Fish Creek - Douglas Island,52206_249,NO,,1L0n,2013,,
52206,CMFISHCR13,250,2013-07-24 00:00:00,F,555,Heart-bulbus arteriosus,1300001388,35,Fish Creek - Douglas Island,52206_250,YES,DIPAC08,1B10,2013,,
52206,CMFISHCR13,251,2013-07-24 00:00:00,F,570,Heart-bulbus arteriosus,1300001388,36,Fish Creek - Douglas Island,52206_251,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,252,2013-07-24 00:00:00,M,520,Heart-bulbus arteriosus,1300001388,37,Fish Creek - Douglas Island,52206_252,NO,,1L06,2013,,
52206,CMFISHCR13,253,2013-07-24 00:00:00,M,615,Heart-bulbus arteriosus,1300001388,38,Fish Creek - Douglas Island,52206_253,YES,DIPAC07,1L0n,2013,,
52206,CMFISHCR13,254,2013-07-24 00:00:00,M,505,Heart-bulbus arteriosus,1300001388,39,Fish Creek - Douglas Island,52206_254,NO,,1L0n,2013,,
52206,CMFISHCR13,255,2013-07-24 00:00:00,M,515,Heart-bulbus arteriosus,1300001388,40,Fish Creek - Douglas Island,52206_255,YES,DIPAC09,1L0n,2013,,
52206,CMFISHCR13,256,2013-07-24 00:00:00,M,525,Heart-bulbus arteriosus,1300001388,41,Fish Creek - Douglas Island,52206_256,NO,,1L0n,2013,,
52206,CMFISHCR13,257,2013-07-24 00:00:00,M,565,Heart-bulbus arteriosus,1300001388,42,Fish Creek - Douglas Island,52206_257,YES,DIPAC09,1L0n,2013,,
52206,CMFISHCR13,258,2013-07-24 00:00:00,F,595,Heart-bulbus arteriosus,1300001388,43,Fish Creek - Douglas Island,52206_258,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,259,2013-07-24 00:00:00,F,580,Heart-bulbus arteriosus,1300001388,44,Fish Creek - Douglas Island,52206_259,NO,,1L0n,2013,,
52206,CMFISHCR13,260,2013-07-24 00:00:00,F,610,Heart-bulbus arteriosus,1300001388,45,Fish Creek - Douglas Island,52206_260,NO,,1L0n,2013,,
52206,CMFISHCR13,261,2013-07-24 00:00:00,F,575,Heart-bulbus arteriosus,1300001388,46,Fish Creek - Douglas Island,52206_261,NO,,1L0n,2013,,
52206,CMFISHCR13,262,2013-07-24 00:00:00,M,550,Heart-bulbus arteriosus,1300001388,47,Fish Creek - Douglas Island,52206_262,YES,DIPAC07,1L0n,2013,,
52206,CMFISHCR13,263,2013-07-24 00:00:00,F,530,Heart-bulbus arteriosus,1300001388,48,Fish Creek - Douglas Island,52206_263,YES,DIPAC08,1R20,2013,,
52206,CMFISHCR13,264,2013-07-24 00:00:00,M,615,Heart-bulbus arteriosus,1300001389,1,Fish Creek - Douglas Island,52206_264,NO,,1L0n,2013,,
52206,CMFISHCR13,265,2013-07-24 00:00:00,M,650,Heart-bulbus arteriosus,1300001389,2,Fish Creek - Douglas Island,52206_265,YES,DIPAC07,1L0n,2013,,
52206,CMFISHCR13,266,2013-07-24 00:00:00,F,590,Heart-bulbus arteriosus,1300001389,3,Fish Creek - Douglas Island,52206_266,NO,,1L0n,2013,,
52206,CMFISHCR13,267,2013-07-24 00:00:00,M,565,Heart-bulbus arteriosus,1300001389,4,Fish Creek - Douglas Island,52206_267,NO,,1L0n,2013,,
52206,CMFISHCR13,268,2013-07-24 00:00:00,F,555,Heart-bulbus arteriosus,1300001389,5,Fish Creek - Douglas Island,52206_268,YES,DIPAC09,1L0n,2013,,
52206,CMFISHCR13,269,2013-07-24 00:00:00,M,545,Heart-bulbus arteriosus,1300001389,6,Fish Creek - Douglas Island,52206_269,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,270,2013-07-24 00:00:00,M,630,Heart-bulbus arteriosus,1300001389,7,Fish Creek - Douglas Island,52206_270,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,271,2013-07-24 00:00:00,M,500,Heart-bulbus arteriosus,1300001389,8,Fish Creek - Douglas Island,52206_271,YES,DIPAC09,1L0n,2013,,
52206,CMFISHCR13,272,2013-07-24 00:00:00,F,540,Heart-bulbus arteriosus,1300001389,9,Fish Creek - Douglas Island,52206_272,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,273,2013-07-24 00:00:00,F,515,Heart-bulbus arteriosus,1300001389,10,Fish Creek - Douglas Island,52206_273,NO,,1L0n,2013,,
52206,CMFISHCR13,274,2013-07-24 00:00:00,M,525,Heart-bulbus arteriosus,1300001389,11,Fish Creek - Douglas Island,52206_274,NO,,1L0n,2013,,
52206,CMFISHCR13,275,2013-07-24 00:00:00,M,540,Heart-bulbus arteriosus,1300001389,13,Fish Creek - Douglas Island,52206_275,YES,DIPAC09,1R20,2013,,
52206,CMFISHCR13,276,2013-07-24 00:00:00,F,565,Heart-bulbus arteriosus,1300001389,14,Fish Creek - Douglas Island,52206_276,NO,,1L0n,2013,,
52206,CMFISHCR13,277,2013-07-24 00:00:00,M,460,Heart-bulbus arteriosus,1300001389,15,Fish Creek - Douglas Island,52206_277,NO,,1L0n,2013,,
52206,CMFISHCR13,278,2013-07-24 00:00:00,F,560,Heart-bulbus arteriosus,1300001389,16,Fish Creek - Douglas Island,52206_278,NO,,1L0n,2013,,
52206,CMFISHCR13,279,2013-07-24 00:00:00,F,570,Heart-bulbus arteriosus,1300001389,17,Fish Creek - Douglas Island,52206_279,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,280,2013-07-24 00:00:00,F,570,Heart-bulbus arteriosus,1300001389,18,Fish Creek - Douglas Island,52206_280,NO,,1L0n,2013,,
52206,CMFISHCR13,281,2013-07-24 00:00:00,F,550,Heart-bulbus arteriosus,1300001389,19,Fish Creek - Douglas Island,52206_281,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,282,2013-07-24 00:00:00,F,505,Heart-bulbus arteriosus,1300001389,20,Fish Creek - Douglas Island,52206_282,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,283,2013-07-24 00:00:00,M,525,Heart-bulbus arteriosus,1300001389,21,Fish Creek - Douglas Island,52206_283,YES,DIPAC09,1L0n,2013,,
52206,CMFISHCR13,284,2013-07-24 00:00:00,F,530,Heart-bulbus arteriosus,1300001389,22,Fish Creek - Douglas Island,52206_284,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,285,2013-07-24 00:00:00,M,515,Heart-bulbus arteriosus,1300001389,23,Fish Creek - Douglas Island,52206_285,NO,,1L0n,2013,,
52206,CMFISHCR13,286,2013-07-24 00:00:00,M,550,Heart-bulbus arteriosus,1300001389,24,Fish Creek - Douglas Island,52206_286,YES,DIPAC09,1L0n,2013,,
52206,CMFISHCR13,287,2013-07-24 00:00:00,M,540,Heart-bulbus arteriosus,1300001389,25,Fish Creek - Douglas Island,52206_287,NO,,1L0n,2013,,
52206,CMFISHCR13,288,2013-07-24 00:00:00,M,515,Heart-bulbus arteriosus,1300001389,26,Fish Creek - Douglas Island,52206_288,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,289,2013-07-24 00:00:00,M,565,Heart-bulbus arteriosus,1300001389,27,Fish Creek - Douglas Island,52206_289,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,290,2013-07-24 00:00:00,M,535,Heart-bulbus arteriosus,1300001389,28,Fish Creek - Douglas Island,52206_290,NO,,1L0n,2013,,
52206,CMFISHCR13,291,2013-07-24 00:00:00,M,520,Heart-bulbus arteriosus,1300001389,29,Fish Creek - Douglas Island,52206_291,NO,,1L0n,2013,,
52206,CMFISHCR13,292,2013-07-24 00:00:00,M,595,Heart-bulbus arteriosus,1300001389,30,Fish Creek - Douglas Island,52206_292,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,293,2013-07-24 00:00:00,M,550,Heart-bulbus arteriosus,1300001389,31,Fish Creek - Douglas Island,52206_293,NO,,1L0n,2013,,
52206,CMFISHCR13,294,2013-07-24 00:00:00,M,550,Heart-bulbus arteriosus,1300001389,32,Fish Creek - Douglas Island,52206_294,NO,,1L0n,2013,,
52206,CMFISHCR13,295,2013-07-24 00:00:00,F,545,Heart-bulbus arteriosus,1300001389,33,Fish Creek - Douglas Island,52206_295,YES,DIPAC09,1L0n,2013,,
52206,CMFISHCR13,296,2013-07-24 00:00:00,F,525,Heart-bulbus arteriosus,1300001389,34,Fish Creek - Douglas Island,52206_296,YES,DIPAC08,1R20,2013,,
52206,CMFISHCR13,297,2013-07-24 00:00:00,M,565,Heart-bulbus arteriosus,1300001389,35,Fish Creek - Douglas Island,52206_297,NO,,1L0n,2013,,
52206,CMFISHCR13,298,2013-07-24 00:00:00,M,585,Heart-bulbus arteriosus,1300001389,36,Fish Creek - Douglas Island,52206_298,NO,,1L0n,2013,,
52206,CMFISHCR13,299,2013-07-24 00:00:00,M,545,Heart-bulbus arteriosus,1300001389,37,Fish Creek - Douglas Island,52206_299,NO,,1L0n,2013,,
52206,CMFISHCR13,300,2013-07-24 00:00:00,F,530,Heart-bulbus arteriosus,1300001389,38,Fish Creek - Douglas Island,52206_300,NO,,1L0n,2013,,
52206,CMFISHCR13,301,2013-07-24 00:00:00,F,550,Heart-bulbus arteriosus,1300001389,39,Fish Creek - Douglas Island,52206_301,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,302,2013-07-24 00:00:00,M,610,Heart-bulbus arteriosus,1300001389,40,Fish Creek - Douglas Island,52206_302,YES,DIPAC07,1L0n,2013,,
52206,CMFISHCR13,303,2013-07-24 00:00:00,M,530,Heart-bulbus arteriosus,1300001389,41,Fish Creek - Douglas Island,52206_303,NO,,1L0n,2013,,
52206,CMFISHCR13,304,2013-07-24 00:00:00,M,525,Heart-bulbus arteriosus,1300001389,42,Fish Creek - Douglas Island,52206_304,YES,DIPAC09,1L0n,2013,,
52206,CMFISHCR13,305,2013-07-24 00:00:00,M,610,Heart-bulbus arteriosus,1300001389,43,Fish Creek - Douglas Island,52206_305,NO,,1L0n,2013,,
52206,CMFISHCR13,306,2013-07-24 00:00:00,M,585,Heart-bulbus arteriosus,1300001389,44,Fish Creek - Douglas Island,52206_306,NO,,1L0n,2013,,
52206,CMFISHCR13,307,2013-07-24 00:00:00,M,605,Heart-bulbus arteriosus,1300001389,45,Fish Creek - Douglas Island,52206_307,NO,,1L0n,2013,,
52206,CMFISHCR13,308,2013-07-24 00:00:00,M,510,Heart-bulbus arteriosus,1300001389,46,Fish Creek - Douglas Island,52206_308,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,309,2013-07-24 00:00:00,F,565,Heart-bulbus arteriosus,1300001389,47,Fish Creek - Douglas Island,52206_309,NO,,1L0n,2013,,
52206,CMFISHCR13,310,2013-07-24 00:00:00,M,525,Heart-bulbus arteriosus,1300001389,48,Fish Creek - Douglas Island,52206_310,NO,,1L0n,2013,,
52206,CMFISHCR13,311,2013-07-24 00:00:00,M,615,Heart-bulbus arteriosus,1300001390,1,Fish Creek - Douglas Island,52206_311,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,312,2013-07-24 00:00:00,M,585,Heart-bulbus arteriosus,1300001390,2,Fish Creek - Douglas Island,52206_312,YES,DIPAC09,1L0n,2013,,
52206,CMFISHCR13,313,2013-07-24 00:00:00,M,540,Heart-bulbus arteriosus,1300001390,3,Fish Creek - Douglas Island,52206_313,NO,,1R20,2013,,
52206,CMFISHCR13,314,2013-07-24 00:00:00,M,535,Heart-bulbus arteriosus,1300001390,4,Fish Creek - Douglas Island,52206_314,NO,,1R20,2013,,
52206,CMFISHCR13,315,2013-07-24 00:00:00,M,495,Heart-bulbus arteriosus,1300001390,5,Fish Creek - Douglas Island,52206_315,YES,DIPAC09,1R20,2013,,
52206,CMFISHCR13,316,2013-07-24 00:00:00,M,510,Heart-bulbus arteriosus,1300001390,6,Fish Creek - Douglas Island,52206_316,NO,,1L0n,2013,,
52206,CMFISHCR13,317,2013-07-24 00:00:00,F,525,Heart-bulbus arteriosus,1300001390,7,Fish Creek - Douglas Island,52206_317,NO,,1L0n,2013,,
52206,CMFISHCR13,318,2013-07-24 00:00:00,M,535,Heart-bulbus arteriosus,1300001390,8,Fish Creek - Douglas Island,52206_318,YES,DIPAC09,1L0n,2013,,
52206,CMFISHCR13,319,2013-07-24 00:00:00,M,680,Heart-bulbus arteriosus,1300001390,9,Fish Creek - Douglas Island,52206_319,NO,,1L0n,2013,,
52206,CMFISHCR13,320,2013-07-24 00:00:00,F,515,Heart-bulbus arteriosus,1300001390,10,Fish Creek - Douglas Island,52206_320,YES,DIPAC09,1L0n,2013,,
52206,CMFISHCR13,321,2013-07-24 00:00:00,F,620,Heart-bulbus arteriosus,1300001390,11,Fish Creek - Douglas Island,52206_321,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,322,2013-07-24 00:00:00,F,495,Heart-bulbus arteriosus,1300001390,12,Fish Creek - Douglas Island,52206_322,NO,,1L0n,2013,,
52206,CMFISHCR13,323,2013-07-24 00:00:00,M,610,Heart-bulbus arteriosus,1300001390,13,Fish Creek - Douglas Island,52206_323,NO,,1L0n,2013,,
52206,CMFISHCR13,324,2013-07-24 00:00:00,M,620,Heart-bulbus arteriosus,1300001390,14,Fish Creek - Douglas Island,52206_324,NO,,1L0n,2013,,
52206,CMFISHCR13,325,2013-07-24 00:00:00,M,590,Heart-bulbus arteriosus,1300001390,15,Fish Creek - Douglas Island,52206_325,NO,,1L0n,2013,,
52206,CMFISHCR13,326,2013-07-24 00:00:00,M,600,Heart-bulbus arteriosus,1300001390,16,Fish Creek - Douglas Island,52206_326,NO,,1L0n,2013,,
52206,CMFISHCR13,327,2013-07-24 00:00:00,F,545,Heart-bulbus arteriosus,1300001390,17,Fish Creek - Douglas Island,52206_327,YES,DIPAC08,1L0n,2013,,
52206,CMFISHCR13,328,2013-07-24 00:00:00,M,595,Heart-bulbus arteriosus,1300001390,18,Fish Creek - Douglas Island,52206_328,YES,DIPAC09,1L0n,2013,,
52206,CMFISHCR13,329,2013-07-24 00:00:00,F,565,Heart-bulbus arteriosus,1300001390,19,Fish Creek - Douglas Island,52206_329,YES,DIPAC09,1L0n,2013,,
